  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_329_trials_20   0.7256   0.5399   0.3106   0.0001   0.0000  -8.6436   0.0120       ML
 subj_329_trials_30   1.2081   4.9586   0.2985   0.0000   0.0000 -43.3018   0.0140       ML
 subj_329_trials_40   1.0060   5.6997   0.3477   0.1244   0.0000 -55.1719   0.0640       ML
 subj_329_trials_50   1.1892   3.1322   0.3238   0.0000   0.0000 -41.6568   0.0310       ML
 subj_329_trials_60   1.3358   2.5320   0.3478   0.1595   0.0000 -21.3765   0.1270       ML
 subj_32_trials_10   1.6498   5.0812   0.3064   0.0001   0.0000 -12.7299   0.0070       ML
 subj_32_trials_20   1.2043   2.3998   0.4415   0.4017   0.0000  -0.9656   0.0960       ML
 subj_32_trials_30   2.0259   1.4588   0.2593   0.0004   0.0000  16.3110   0.0220       ML
 subj_32_trials_40   0.6130   4.5557   0.3004   0.0000   0.0000 -71.3104   0.0190       ML
 subj_32_trials_50   1.0723   2.0181   0.3013   0.0001   0.0000 -19.2040   0.0430       ML
 subj_32_trials_60   0.9109   1.0781   0.3093   0.0000   0.0000  -9.7648   0.0320       ML
 subj_330_trials_10   1.5011   3.4804   0.3120   0.1063   0.0000  -7.3921   0.0160       ML
 subj_330_trials_20   1.4378   0.7287   0.3321   0.0005   0.0000  14.8540   0.0150       ML
 subj_330_trials_30   1.9213   2.6535   0.3176   0.0001   0.0000  -9.0207   0.0190       ML
 subj_330_trials_40   1.2988   3.6863   0.3471   0.1083   0.0000 -35.6191   0.0600       ML
 subj_330_trials_50   0.8747   4.1695   0.3118   0.0000   0.0000 -70.8347   0.0250       ML
 subj_330_trials_60   0.6649   1.7327   0.3044   0.0000   0.0000 -51.4509   0.0340       ML
 subj_331_trials_10   1.1416   4.9026   0.3217   0.0000   0.0000 -14.6468   0.0060       ML
 subj_331_trials_20   0.6929   0.5632   0.3097   0.0000   0.0000 -10.5054   0.0120       ML
 subj_331_trials_30   1.1631   4.0887   0.3305   0.0267   0.0000 -27.8390   0.0320       ML
 subj_331_trials_40   0.7165   0.8319   0.3082   0.0000   0.0000 -20.4181   0.0210       ML
 subj_331_trials_50   0.5866   1.9007   0.3036   0.0000   0.0000 -54.5981   0.0280       ML
 subj_331_trials_60   0.7805   4.3322   0.3164   0.0548   0.0000 -85.8144   0.0570       ML
 subj_332_trials_10   1.4904   0.5360   0.3223   0.0001   0.0000   9.2287   0.0090       ML
 subj_332_trials_20   1.8879   2.7020   0.2866   0.0000   0.0000  -6.7025   0.0140       ML
 subj_332_trials_30   0.8306   1.3932   0.3200   0.0000   0.0000 -12.5699   0.0180       ML
 subj_332_trials_40   1.1464   4.6078   0.3444   0.1407   0.0000 -43.6761   0.0690       ML
 subj_332_trials_50   1.7725   1.9628   0.2800   0.0001   0.0000   2.9520   0.0300       ML
 subj_332_trials_60   1.5993   2.4130   0.3412   0.0001   0.0000 -17.2686   0.0350       ML
 subj_333_trials_10   1.1243   0.7114   0.3127   0.0001   0.0000   3.5882   0.0080       ML
 subj_333_trials_20   0.9030   0.0006   0.3106   0.0000   0.0000   1.0488   0.0170       ML
 subj_333_trials_30   0.6627   4.9216   0.3138   0.0584   0.0000 -48.3641   0.0300       ML
 subj_333_trials_40   1.2385   2.9343   0.3465   0.1754   0.0000 -21.3185   0.0880       ML
 subj_333_trials_50   0.7140   0.7790   0.3059   0.0000   0.0000 -25.4614   0.0250       ML
 subj_333_trials_60   0.5970   2.2563   0.3032   0.0000   0.0000 -69.6535   0.0280       ML
 subj_334_trials_10   0.9503   2.1448   0.3060   0.0000   0.0000  -5.4034   0.0060       ML
 subj_334_trials_20   0.6225   1.3046   0.3068   0.0000   0.0000 -16.9259   0.0110       ML
 subj_334_trials_30   0.6916   8.2231   0.3616   0.1116   0.0000 -53.3955   0.0420       ML
 subj_334_trials_40   1.4833   2.3798   0.3825   0.3118   0.0000  -2.7650   0.1460       ML
 subj_334_trials_50   1.3503   2.7851   0.3595   0.2220   0.0000 -18.6948   0.1190       ML
 subj_334_trials_60   1.3171   2.5680   0.3464   0.1550   0.0000 -23.0691   0.1130       ML
 subj_335_trials_10   1.5161   2.8817   0.3022   0.0000   0.0000  -5.6105   0.0070       ML
 subj_335_trials_20   0.5832   2.8270   0.3034   0.0000   0.0000 -26.6672   0.0110       ML
 subj_335_trials_30   1.6953   3.3841   0.2871   0.0000   0.0000 -21.3509   0.0230       ML
 subj_335_trials_40   1.5714   3.4547   0.2982   0.0001   0.0000 -31.5046   0.0270       ML
 subj_335_trials_50   1.5845   1.9796   0.2901   0.0000   0.0000  -1.7812   0.0480       ML
 subj_335_trials_60   0.7223   3.0205   0.3011   0.0000   0.0000 -71.2203   0.0350       ML
 subj_336_trials_10   0.7785   2.7896   0.3466   0.1517   0.0000  -6.9867   0.0210       ML
 subj_336_trials_20   1.3758   4.4450   0.3681   0.1841   0.0000 -18.2613   0.0450       ML
 subj_336_trials_30   0.5723   2.7122   0.3038   0.0000   0.0000 -40.0432   0.0190       ML
 subj_336_trials_40   0.9080   3.9656   0.3212   0.0855   0.0000 -46.5486   0.0560       ML
 subj_336_trials_50   1.3589   2.1167   0.2960   0.0001   0.0000 -11.1719   0.0290       ML
 subj_336_trials_60   1.0501   3.1813   0.3297   0.1028   0.0000 -48.7456   0.0950       ML
 subj_337_trials_10   0.5663   1.4116   0.3032   0.0000   0.0000 -10.1259   0.0060       ML
 subj_337_trials_20   1.2634   2.1968   0.3017   0.0003   0.0000  -6.5641   0.0140       ML
 subj_337_trials_30   1.5831   0.9799   0.3291   0.0001   0.0000  21.0136   0.0220       ML
 subj_337_trials_40   0.9154   3.8899   0.3301   0.1036   0.0000 -43.6279   0.0630       ML
 subj_337_trials_50   1.2988   2.3400   0.3059   0.0002   0.0000 -19.5049   0.0370       ML
 subj_337_trials_60   1.7148   3.6935   0.2958   0.0000   0.0000 -49.1399   0.0400       ML
 subj_338_trials_10   0.6136   0.6266   0.3046   0.0000   0.0000  -7.4779   0.0070       ML
 subj_338_trials_20   0.9418   3.0695   0.3156   0.1006   0.0000 -16.3487   0.0290       ML
 subj_338_trials_30   0.6089   1.1113   0.3125   0.0000   0.0000 -26.1960   0.0190       ML
 subj_338_trials_40   0.6743   3.5797   0.3018   0.0000   0.0000 -56.9224   0.0180       ML
 subj_338_trials_50   0.8635   1.8744   0.3036   0.0000   0.0000 -27.6319   0.0310       ML
 subj_338_trials_60   0.8842   4.7067   0.3053   0.0431   0.0000 -89.8842   0.0500       ML
 subj_339_trials_10   1.1356   5.2512   0.3260   0.0000   0.0000 -15.5987   0.0060       ML
 subj_339_trials_20   1.2556   2.8872   0.3530   0.0000   0.0000 -13.5955   0.0110       ML
 subj_339_trials_30   1.3135   4.4501   0.4175   0.2527   0.0000 -23.4890   0.0750       ML
 subj_339_trials_40   1.7529   1.8376   0.2734   0.0001   0.0000   5.6226   0.0320       ML
 subj_339_trials_50   0.6749   4.0506   0.2993   0.0000   0.0000 -78.6760   0.0290       ML
 subj_339_trials_60   1.3512   3.8281   0.3142   0.0000   0.0000 -61.4127   0.0380       ML
 subj_33_trials_10   2.7729   3.9355   0.2879   0.2355   0.0000  -4.4585   0.0380       ML
 subj_33_trials_20   1.0127   6.1319   0.3523   0.1188   0.0000 -29.3356   0.0330       ML
 subj_33_trials_30   1.6207   0.9572   0.3305   0.0001   0.0000  22.4111   0.0200       ML
 subj_33_trials_40   1.3215   2.6604   0.3676   0.2593   0.0000 -11.0350   0.1050       ML
 subj_33_trials_50   0.9932   1.0208   0.3111   0.0000   0.0000   0.0251   0.0300       ML
 subj_33_trials_60   0.8766   2.2971   0.3026   0.0000   0.0000 -43.2522   0.0390       ML
 subj_340_trials_10   1.2212   1.6690   0.3099   0.0001   0.0000  -0.3871   0.0090       ML
 subj_340_trials_20   1.6056   0.6541   0.3401   0.0004   0.0000  19.2646   0.0150       ML
 subj_340_trials_30   0.7102   2.5277   0.3046   0.0000   0.0000 -30.5133   0.0180       ML
 subj_340_trials_40   1.0707   5.0706   0.2991   0.0000   0.0000 -62.2062   0.0180       ML
 subj_340_trials_50   2.0055   2.9914   0.2968   0.0001   0.0000 -21.7189   0.0380       ML
 subj_340_trials_60   1.0869   3.1122   0.3316   0.1057   0.0000 -46.1191   0.1020       ML
 subj_341_trials_10   2.7565   3.9591   0.2880   0.2327   0.0000  -4.5773   0.0340       ML
 subj_341_trials_20   1.1256   5.4292   0.3457   0.1234   0.0000 -26.2701   0.0310       ML
 subj_341_trials_30   1.0914   5.5065   0.3597   0.1403   0.0000 -38.4388   0.0570       ML
 subj_341_trials_40   1.3698   3.4310   0.3243   0.0427   0.0000 -33.9878   0.0280       ML
 subj_341_trials_50   1.1173   5.0580   0.3793   0.1738   0.0000 -55.1920   0.1110       ML
 subj_341_trials_60   1.1565   3.3314   0.3216   0.0001   0.0000 -56.0070   0.0390       ML
 subj_342_trials_10   1.1083   0.7215   0.3123   0.0001   0.0000   3.3023   0.0070       ML
 subj_342_trials_20   0.8234   3.5113   0.3119   0.0771   0.0000 -21.7171   0.0240       ML
 subj_342_trials_30   1.6984   1.7397   0.2715   0.0002   0.0000   5.7194   0.0270       ML
 subj_342_trials_40   1.2209   4.1496   0.3559   0.1717   0.0000 -35.8306   0.0820       ML
 subj_342_trials_50   0.6733   4.6653   0.3151   0.0499   0.0000 -80.0050   0.0440       ML
 subj_342_trials_60   0.9935   0.9886   0.3111   0.0000   0.0000   0.6662   0.0350       ML
 subj_343_trials_10   0.5914   3.4449   0.3023   0.0000   0.0000 -14.8827   0.0050       ML
 subj_343_trials_20   1.3262   0.7920   0.3273   0.0002   0.0000  11.6085   0.0150       ML
 subj_343_trials_30   0.7973   4.0911   0.3200   0.0845   0.0000 -37.2637   0.0400       ML
 subj_343_trials_40   1.6466   1.9566   0.2765   0.0001   0.0000   0.6195   0.0270       ML
 subj_343_trials_50   1.1878   2.9298   0.2910   0.0000   0.0000 -37.1092   0.0280       ML
 subj_343_trials_60   1.4074   2.7377   0.3320   0.0000   0.0000 -32.4682   0.0400       ML
 subj_344_trials_10   1.2071   1.8022   0.3434   0.2503   0.0000   0.6504   0.0330       ML
 subj_344_trials_20   1.5062   3.3843   0.2915   0.0003   0.0000 -15.7179   0.0160       ML
 subj_344_trials_30   0.6366   2.4362   0.3047   0.0000   0.0000 -33.6312   0.0150       ML
 subj_344_trials_40   1.1285   4.2370   0.3364   0.0831   0.0000 -46.7094   0.0490       ML
 subj_344_trials_50   1.3390   1.6154   0.3020   0.0003   0.0000   3.0506   0.0350       ML
 subj_344_trials_60   1.3537   3.9264   0.3498   0.1175   0.0000 -55.3821   0.0990       ML
 subj_345_trials_10   1.0609   0.3572   0.3138   0.0003   0.0000   3.4753   0.0060       ML
 subj_345_trials_20   0.6031   2.7324   0.3037   0.0000   0.0000 -25.3115   0.0090       ML
 subj_345_trials_30   0.8790   2.4142   0.3063   0.0001   0.0000 -22.6444   0.0170       ML
 subj_345_trials_40   1.5396   0.8731   0.3087   0.0002   0.0000  29.4779   0.0320       ML
 subj_345_trials_50   1.2745   4.2249   0.3924   0.2168   0.0000 -40.7800   0.1130       ML
 subj_345_trials_60   1.3583   1.7732   0.3034   0.0003   0.0000  -1.9832   0.0490       ML
 subj_346_trials_10   1.3897   0.5750   0.3195   0.0002   0.0000   7.8343   0.0080       ML
 subj_346_trials_20   0.8353   0.4672   0.3141   0.0000   0.0000  -3.0375   0.0140       ML
 subj_346_trials_30   0.9060   6.4494   0.3559   0.1203   0.0000 -45.7668   0.0490       ML
 subj_346_trials_40   1.3945   3.6807   0.3603   0.1967   0.0000 -27.4449   0.0940       ML
 subj_346_trials_50   0.6478   3.3403   0.3005   0.0000   0.0000 -69.6038   0.0270       ML
 subj_346_trials_60   1.0552   5.6105   0.3491   0.1237   0.0000 -81.6944   0.1050       ML
 subj_347_trials_10   1.1607   3.7650   0.3013   0.0000   0.0000 -10.9530   0.0050       ML
 subj_347_trials_20   0.6130   0.6360   0.3076   0.0000   0.0000 -15.4048   0.0120       ML
 subj_347_trials_30   0.8235   0.8256   0.3228   0.0001   0.0000  -8.1032   0.0170       ML
 subj_347_trials_40   1.3087   3.9216   0.3532   0.1734   0.0000 -32.5176   0.0760       ML
 subj_347_trials_50   1.2749   2.9494   0.3531   0.1980   0.0000 -24.4267   0.1100       ML
 subj_347_trials_60   0.5655   2.3805   0.3029   0.0000   0.0000 -76.1420   0.0300       ML
 subj_348_trials_10   1.0187   2.1369   0.4487   0.3213   0.0000  -0.7303   0.0360       ML
 subj_348_trials_20   1.0013   2.8869   0.3978   0.2776   0.0000  -8.3555   0.0610       ML
 subj_348_trials_30   1.5243   1.9381   0.2770   0.0001   0.0000  -0.7558   0.0200       ML
 subj_348_trials_40   0.8645   3.7254   0.2935   0.0000   0.0000 -50.9180   0.0230       ML
 subj_348_trials_50   1.1922   4.3472   0.3375   0.0871   0.0000 -58.0608   0.0650       ML
 subj_348_trials_60   0.6682   0.8976   0.3049   0.0000   0.0000 -39.3992   0.0370       ML
 subj_349_trials_10   1.7352   6.3226   0.2948   0.0911   0.0000 -13.9211   0.0190       ML
 subj_349_trials_20   0.5697   5.0700   0.3318   0.0903   0.0000 -30.8638   0.0270       ML
 subj_349_trials_30   1.1560   4.3430   0.3415   0.1265   0.0000 -31.7525   0.0510       ML
 subj_349_trials_40   1.2121   4.4849   0.3666   0.1573   0.0000 -41.2360   0.0940       ML
 subj_349_trials_50   1.3799   2.6403   0.3294   0.0001   0.0000 -25.1640   0.0380       ML
 subj_349_trials_60   1.2592   1.5761   0.3032   0.0001   0.0000   1.4865   0.0450       ML
 subj_34_trials_10   1.3247   4.5663   0.3362   0.0000   0.0000 -12.7086   0.0060       ML
 subj_34_trials_20   0.7229   3.8455   0.3005   0.0000   0.0000 -28.9393   0.0110       ML
 subj_34_trials_30   1.6665   1.5066   0.3130   0.0003   0.0000  10.2949   0.0220       ML
 subj_34_trials_40   0.5932   3.1552   0.3024   0.0000   0.0000 -56.6749   0.0220       ML
 subj_34_trials_50   0.8872   1.5063   0.3068   0.0001   0.0000 -17.8768   0.0300       ML
 subj_34_trials_60   1.0533   3.2073   0.3037   0.0462   0.0000 -54.7054   0.0590       ML
 subj_350_trials_10   1.8244   2.6116   0.3093   0.0001   0.0000  -3.0478   0.0110       ML
 subj_350_trials_20   2.0115   1.3448   0.2502   0.0001   0.0000  12.7407   0.0170       ML
 subj_350_trials_30   0.9711   3.3758   0.3289   0.1182   0.0000 -26.2981   0.0490       ML
 subj_350_trials_40   1.1853   4.5857   0.2989   0.0001   0.0000 -54.1181   0.0180       ML
 subj_350_trials_50   0.9103   0.8011   0.3087   0.0001   0.0000  -3.5757   0.0300       ML
 subj_350_trials_60   0.7785   5.3757   0.3020   0.0262   0.0000 -107.0984   0.0410       ML
 subj_351_trials_10   0.7078   1.1285   0.3050   0.0000   0.0000  -5.6628   0.0050       ML
 subj_351_trials_20   1.5784   2.6758   0.3073   0.0001   0.0000  -8.7452   0.0120       ML
 subj_351_trials_30   0.9435   1.2265   0.3258   0.0000   0.0000  -4.9076   0.0190       ML
 subj_351_trials_40   0.7989   4.4452   0.3246   0.0584   0.0000 -57.0652   0.0390       ML
 subj_351_trials_50   0.6304   3.3678   0.3020   0.0000   0.0000 -70.9764   0.0250       ML
 subj_351_trials_60   0.7159   2.8116   0.3017   0.0000   0.0000 -67.5576   0.0360       ML
 subj_352_trials_10   0.7872   2.5905   0.3041   0.0000   0.0000  -9.1667   0.0050       ML
 subj_352_trials_20   1.4138   3.8352   0.2935   0.0002   0.0000 -19.8932   0.0140       ML
 subj_352_trials_30   1.1863   5.0665   0.3705   0.1657   0.0000 -33.4371   0.0580       ML
 subj_352_trials_40   1.2071   3.0309   0.3404   0.1483   0.0000 -25.0042   0.0930       ML
 subj_352_trials_50   0.7767   4.7666   0.3647   0.1278   0.0000 -63.0454   0.0850       ML
 subj_352_trials_60   1.6248   3.8995   0.2962   0.0000   0.0000 -55.6323   0.0450       ML
 subj_353_trials_10   1.0965   0.3503   0.3147   0.0001   0.0000   4.1324   0.0050       ML
 subj_353_trials_20   0.7565   1.3865   0.3089   0.0000   0.0000 -10.8454   0.0120       ML
 subj_353_trials_30   1.7967   1.3975   0.3151   0.0002   0.0000  14.8159   0.0230       ML
 subj_353_trials_40   0.9414   1.1201   0.3113   0.0000   0.0000  -4.4898   0.0250       ML
 subj_353_trials_50   1.1405   4.7193   0.3741   0.1737   0.0000 -51.8630   0.1150       ML
 subj_353_trials_60   0.8256   2.2217   0.3026   0.0000   0.0000 -44.8648   0.0370       ML
 subj_354_trials_10   1.0662   0.7502   0.3114   0.0001   0.0000   2.5255   0.0100       ML
 subj_354_trials_20   0.6911   2.3877   0.3048   0.0000   0.0000 -19.9217   0.0140       ML
 subj_354_trials_30   1.6109   1.8334   0.2744   0.0002   0.0000   2.5705   0.0210       ML
 subj_354_trials_40   0.9809   5.5404   0.3436   0.1030   0.0000 -58.1604   0.0660       ML
 subj_354_trials_50   1.8760   1.9146   0.2983   0.0003   0.0000   6.4200   0.0390       ML
 subj_354_trials_60   0.8282   4.1071   0.3038   0.0317   0.0000 -83.6499   0.0490       ML
 subj_355_trials_10   1.4185   3.0798   0.3019   0.0001   0.0000  -6.9393   0.0080       ML
 subj_355_trials_20   1.2700   4.8148   0.3581   0.1569   0.0000 -21.4599   0.0450       ML
 subj_355_trials_30   0.9511   3.5641   0.3080   0.0000   0.0000 -34.7374   0.0190       ML
 subj_355_trials_40   1.0841   2.5746   0.3011   0.0000   0.0000 -25.7019   0.0270       ML
 subj_355_trials_50   1.2906   3.6969   0.3271   0.0001   0.0000 -50.4194   0.0270       ML
 subj_355_trials_60   0.6319   2.4660   0.3029   0.0000   0.0000 -68.5877   0.0310       ML
 subj_356_trials_10   0.7618   2.8507   0.3446   0.1453   0.0000  -7.4169   0.0180       ML
 subj_356_trials_20   1.5259   0.6882   0.3362   0.0001   0.0000  17.2265   0.0160       ML
 subj_356_trials_30   1.0530   0.6423   0.3375   0.0000   0.0000   6.6912   0.0180       ML
 subj_356_trials_40   1.2627   4.2939   0.2988   0.0001   0.0000 -48.9616   0.0170       ML
 subj_356_trials_50   1.4611   3.6552   0.3268   0.0001   0.0000 -45.7169   0.0310       ML
 subj_356_trials_60   1.4100   1.9211   0.2997   0.0000   0.0000  -4.5912   0.0390       ML
 subj_357_trials_10   0.6724   3.0322   0.3030   0.0000   0.0000 -12.3248   0.0060       ML
 subj_357_trials_20   0.7499   3.8387   0.3531   0.1470   0.0000 -20.2933   0.0410       ML
 subj_357_trials_30   1.1136   1.0388   0.3360   0.0002   0.0000   5.0327   0.0240       ML
 subj_357_trials_40   1.6231   1.1529   0.3179   0.0001   0.0000  23.8463   0.0320       ML
 subj_357_trials_50   1.5165   1.4264   0.3025   0.0001   0.0000  15.4820   0.0490       ML
 subj_357_trials_60   1.4542   1.3839   0.3072   0.0000   0.0000  17.4832   0.0520       ML
 subj_358_trials_10   1.5006   7.2597   0.2965   0.0692   0.0000 -16.7148   0.0130       ML
 subj_358_trials_20   1.1047   4.1196   0.2918   0.0000   0.0000 -25.0731   0.0100       ML
 subj_358_trials_30   1.1516   2.8470   0.3406   0.1661   0.0000 -16.0791   0.0620       ML
 subj_358_trials_40   1.2504   3.8763   0.3380   0.0921   0.0000 -39.7366   0.0490       ML
 subj_358_trials_50   0.9996   3.8999   0.3055   0.0000   0.0000 -62.1266   0.0330       ML
 subj_358_trials_60   0.8106   4.1269   0.3182   0.0623   0.0000 -79.7512   0.0660       ML
 subj_359_trials_10   1.6570   3.6502   0.3565   0.0001   0.0000  -8.2333   0.0080       ML
 subj_359_trials_20   0.9911   2.9671   0.3846   0.2314   0.0000 -10.7918   0.0550       ML
 subj_359_trials_30   0.9905   3.3504   0.3242   0.1030   0.0000 -26.8782   0.0450       ML
 subj_359_trials_40   1.1036   4.5916   0.3457   0.1403   0.0000 -43.9196   0.0680       ML
 subj_359_trials_50   0.6724   5.5795   0.3174   0.0626   0.0000 -86.4319   0.0500       ML
 subj_359_trials_60   2.0806   2.7514   0.3021   0.0003   0.0000 -17.9242   0.0340       ML
 subj_35_trials_10   0.7058  -0.5379   0.3067   0.0000   0.0000  -4.5039   0.0070       ML
 subj_35_trials_20   1.8286   2.7849   0.2874   0.0003   0.0000  -7.9615   0.0140       ML
 subj_35_trials_30   2.1274   2.8331   0.2752   0.0003   0.0000  -9.6436   0.0280       ML
 subj_35_trials_40   0.6235   0.9522   0.3048   0.0000   0.0000 -31.1633   0.0220       ML
 subj_35_trials_50   1.0468   0.7854   0.3138   0.0000   0.0000   8.6297   0.0400       ML
 subj_35_trials_60   1.4346   2.9779   0.3129   0.0001   0.0000 -38.6071   0.0420       ML
 subj_360_trials_10   1.7155   3.5297   0.3604   0.0000   0.0000  -7.5526   0.0100       ML
 subj_360_trials_20   1.2155   4.4723   0.2950   0.0001   0.0000 -26.0327   0.0090       ML
 subj_360_trials_30   0.6416   1.0553   0.3139   0.0000   0.0000 -23.0404   0.0150       ML
 subj_360_trials_40   0.9230   3.8159   0.3941   0.1874   0.0000 -34.0676   0.0920       ML
 subj_360_trials_50   0.9248   4.0034   0.3916   0.1812   0.0000 -45.5949   0.1180       ML
 subj_360_trials_60   1.2721   4.4944   0.3009   0.0001   0.0000 -76.8349   0.0270       ML
 subj_361_trials_10   2.1091   3.9737   0.3105   0.0000   0.0000  -7.8153   0.0090       ML
 subj_361_trials_20   0.5395   5.3795   0.3238   0.0697   0.0000 -34.3489   0.0280       ML
 subj_361_trials_30   0.8753   2.8689   0.3036   0.0000   0.0000 -28.3378   0.0180       ML
 subj_361_trials_40   1.2066   4.5557   0.3771   0.1886   0.0000 -38.1958   0.0870       ML
 subj_361_trials_50   1.2386   4.3166   0.3105   0.0002   0.0000 -62.0994   0.0280       ML
 subj_361_trials_60   1.4884   1.3521   0.3075   0.0001   0.0000  20.2828   0.0570       ML
 subj_362_trials_10   0.7401   2.7534   0.3037   0.0000   0.0000 -10.4018   0.0060       ML
 subj_362_trials_20   1.5562   3.4947   0.2920   0.0001   0.0000 -16.1423   0.0140       ML
 subj_362_trials_30   1.3087   3.6649   0.3468   0.1171   0.0000 -26.1996   0.0510       ML
 subj_362_trials_40   1.0901   5.1452   0.3474   0.1188   0.0000 -51.7705   0.0700       ML
 subj_362_trials_50   1.4814   2.5131   0.3371   0.0001   0.0000 -19.6152   0.0370       ML
 subj_362_trials_60   1.1497   2.9419   0.3354   0.1182   0.0000 -39.3712   0.1010       ML
 subj_363_trials_10   0.6823   0.5632   0.3057   0.0000   0.0000  -5.3508   0.0070       ML
 subj_363_trials_20   0.7384   1.4214   0.3085   0.0000   0.0000 -11.8110   0.0110       ML
 subj_363_trials_30   1.4581   1.0655   0.3247   0.0004   0.0000  16.0741   0.0260       ML
 subj_363_trials_40   1.0524   5.4515   0.3522   0.1360   0.0000 -51.5929   0.0670       ML
 subj_363_trials_50   0.6084   0.9135   0.3043   0.0000   0.0000 -41.4615   0.0270       ML
 subj_363_trials_60   1.7880   2.3889   0.3200   0.0003   0.0000 -12.1595   0.0740       ML
 subj_364_trials_10   1.4062   5.9508   0.3047   0.0000   0.0000 -15.9014   0.0060       ML
 subj_364_trials_20   1.3806   2.0127   0.3018   0.0000   0.0000  -3.0424   0.0180       ML
 subj_364_trials_30   1.1896   2.7939   0.3338   0.1602   0.0000 -15.2774   0.0590       ML
 subj_364_trials_40   0.9473   3.7058   0.3493   0.1623   0.0000 -34.8764   0.0810       ML
 subj_364_trials_50   0.6955   0.7990   0.3056   0.0000   0.0000 -28.0761   0.0230       ML
 subj_364_trials_60   1.3058   4.1429   0.3455   0.1147   0.0000 -60.1234   0.1000       ML
 subj_365_trials_10   0.5985   2.1582   0.3021   0.0000   0.0000 -10.9408   0.0050       ML
 subj_365_trials_20   1.1444   2.4312   0.3012   0.0001   0.0000 -10.5668   0.0150       ML
 subj_365_trials_30   1.1555   5.2106   0.2927   0.0002   0.0000 -46.2157   0.0130       ML
 subj_365_trials_40   0.8767   4.0512   0.3296   0.0702   0.0000 -49.6340   0.0450       ML
 subj_365_trials_50   1.0332   2.6469   0.2983   0.0001   0.0000 -36.0952   0.0370       ML
 subj_365_trials_60   0.9641   3.5501   0.3181   0.0342   0.0000 -66.6760   0.0510       ML
 subj_366_trials_10   2.1810   5.0013   0.2925   0.1458   0.0000  -9.2542   0.0220       ML
 subj_366_trials_20   1.1228   4.5428   0.2953   0.0000   0.0000 -27.4883   0.0080       ML
 subj_366_trials_30   1.2112   2.8003   0.3093   0.0969   0.0000 -17.7671   0.0430       ML
 subj_366_trials_40   1.1431   5.4184   0.3728   0.1631   0.0000 -47.8852   0.0840       ML
 subj_366_trials_50   1.7392   1.6525   0.2937   0.0001   0.0000  13.5758   0.0380       ML
 subj_366_trials_60   1.0801   3.5610   0.3189   0.0002   0.0000 -64.0952   0.0390       ML
 subj_367_trials_10   2.0450   5.3363   0.2934   0.1281   0.0000 -10.5488   0.0270       ML
 subj_367_trials_20   1.0293   0.3785   0.3214   0.0000   0.0000   5.3218   0.0170       ML
 subj_367_trials_30   1.1377   1.8649   0.3107   0.0000   0.0000  -7.1530   0.0240       ML
 subj_367_trials_40   0.6305   0.9476   0.3063   0.0001   0.0000 -30.6252   0.0220       ML
 subj_367_trials_50   0.8253   1.6185   0.3059   0.0000   0.0000 -25.1069   0.0340       ML
 subj_367_trials_60   0.9910   3.4288   0.3056   0.0459   0.0000 -61.9858   0.0640       ML
 subj_368_trials_10   1.1084   3.7385   0.3061   0.0000   0.0000 -11.1576   0.0050       ML
 subj_368_trials_20   1.4442   1.9254   0.3020   0.0002   0.0000  -1.2522   0.0170       ML
 subj_368_trials_30   0.9399   0.7204   0.3298   0.0000   0.0000  -0.1302   0.0220       ML
 subj_368_trials_40   0.8366   4.2161   0.3754   0.1574   0.0000 -41.2049   0.0820       ML
 subj_368_trials_50   0.6244   1.3178   0.3049   0.0000   0.0000 -43.0442   0.0300       ML
 subj_368_trials_60   1.2796   3.2142   0.3118   0.0904   0.0000 -44.5571   0.1040       ML
 subj_369_trials_10   0.8670   2.5039   0.3578   0.1881   0.0000  -4.8328   0.0270       ML
 subj_369_trials_20   0.5741   1.8283   0.3051   0.0000   0.0000 -21.8683   0.0140       ML
 subj_369_trials_30   1.1417   4.4585   0.3060   0.0001   0.0000 -40.2035   0.0180       ML
 subj_369_trials_40   0.6399   2.9267   0.3028   0.0000   0.0000 -50.6323   0.0230       ML
 subj_369_trials_50   1.4540   1.6486   0.2987   0.0000   0.0000   5.8184   0.0490       ML
 subj_369_trials_60   1.2690   4.4498   0.3434   0.1320   0.0000 -62.8789   0.1050       ML
 subj_36_trials_10   1.6387   3.0618   0.2717   0.0001   0.0000  -5.9624   0.0060       ML
 subj_36_trials_20   1.4429   1.1428   0.3213   0.0004   0.0000   9.6022   0.0180       ML
 subj_36_trials_30   1.1327   2.9803   0.3089   0.0842   0.0000 -21.6547   0.0510       ML
 subj_36_trials_40   0.5774   6.0741   0.3186   0.0609   0.0000 -74.3117   0.0430       ML
 subj_36_trials_50   1.8839   1.1484   0.3039   0.0001   0.0000  37.1469   0.0450       ML
 subj_36_trials_60   2.0334   3.3899   0.2741   0.0001   0.0000 -35.4134   0.0450       ML
 subj_370_trials_10   1.1424   1.7842   0.3087   0.0001   0.0000  -1.7201   0.0080       ML
 subj_370_trials_20   0.9179   2.2468   0.3049   0.0001   0.0000 -12.5165   0.0140       ML
 subj_370_trials_30   0.7993   0.8477   0.3217   0.0000   0.0000  -9.8448   0.0170       ML
 subj_370_trials_40   0.7520   4.7204   0.3217   0.0515   0.0000 -61.8785   0.0390       ML
 subj_370_trials_50   0.7268   5.0933   0.3566   0.1120   0.0000 -69.6860   0.0790       ML
