  dataset        a        v       t0      st0  penalty      fit     time   method
 subj_316_trials_30   0.9016   3.2372   0.3356   0.2049   0.0000   0.9992   0.0320       KS
 subj_316_trials_40   1.2807   4.5270   0.3329   0.1708   0.0000   0.9998   0.0530       KS
 subj_316_trials_50   0.7579   1.3653   0.2958   0.0525   0.0000   0.9983   0.0160       KS
 subj_316_trials_60   1.1054   1.2758   0.2930   0.0377   0.0000   0.9999   0.0310       KS
 subj_317_trials_10   0.9962   1.6943   0.2721   0.0031   0.0000   0.9963   0.0310       KS
 subj_317_trials_20   0.6739   4.4333   0.3300   0.0541   0.0000   0.9955   0.0070       KS
 subj_317_trials_30   1.3519   1.0766   0.3514   0.2003   0.0000   0.9996   0.0620       KS
 subj_317_trials_40   0.7903   6.1125   0.3581   0.1827   0.0000   1.0000   0.0540       KS
 subj_317_trials_50   0.7616   0.8461   0.2979   0.1107   0.0000   0.9915   0.0310       KS
 subj_317_trials_60   0.7291   6.1106   0.3152   0.0525   0.0000   0.9944   0.0310       KS
 subj_318_trials_10   1.0258   3.8737   0.3531   0.0935   0.0000   1.0000   0.0160       KS
 subj_318_trials_20   1.8725   1.4889   0.2236   0.1684   0.0000   0.9980   0.1000       KS
 subj_318_trials_30   1.2731   3.2884   0.2509   0.0038   0.0000   0.9214   0.0220       KS
 subj_318_trials_40   1.5263   0.9354   0.2699   0.1811   0.0000   0.9996   0.0630       KS
 subj_318_trials_50   1.3585   4.0176   0.3519   0.2475   0.0000   0.9998   0.0840       KS
 subj_318_trials_60   1.2592   4.9025   0.3172   0.1167   0.0000   0.9992   0.0160       KS
 subj_319_trials_10   1.7374   5.4211   0.2843   0.0007   0.0000   0.9998   0.0220       KS
 subj_319_trials_20   1.2091   0.2291   0.2935   0.0000   0.0000   0.9728   0.0320       KS
 subj_319_trials_30   1.1406   3.9486   0.3950   0.0015   0.0000   0.9403   0.0160       KS
 subj_319_trials_40   1.2029   0.5862   0.2816   0.0384   0.0000   0.9913   0.0380       KS
 subj_319_trials_50   1.9198   0.8868   0.2566   0.1622   0.0000   1.0000   0.1150       KS
 subj_319_trials_60   1.3621   1.1292   0.2843   0.0375   0.0000   0.9999   0.0470       KS
 subj_31_trials_10   0.9099   3.0967   0.3722   0.1084   0.0000   0.9998   0.0220       KS
 subj_31_trials_20   0.5045   5.8340   0.3372   0.0975   0.0000   1.0000   0.0220       KS
 subj_31_trials_30   0.8141   4.4691   0.3747   0.0042   0.0000   0.9343   0.0000       KS
 subj_31_trials_40   1.8988   3.9506   0.3131   0.2849   0.0000   0.9992   0.0620       KS
 subj_31_trials_50   1.5756   1.0797   0.2708   0.1063   0.0000   1.0000   0.0630       KS
 subj_31_trials_60   0.7115   1.2409   0.2945   0.0029   0.0000   0.9908   0.0310       KS
 subj_320_trials_10   0.9748   2.5473   0.3285   0.0941   0.0000   0.9813   0.0060       KS
 subj_320_trials_20   0.6498   2.9896   0.2933   0.0004   0.0000   0.9988   0.0000       KS
 subj_320_trials_30   0.7964   3.3716   0.4641   0.2481   0.0000   0.9688   0.0310       KS
 subj_320_trials_40   0.7319   4.3791   0.3778   0.1136   0.0000   0.9866   0.0350       KS
 subj_320_trials_50   1.1467   3.8136   0.3525   0.0003   0.0000   0.8485   0.0160       KS
 subj_320_trials_60   1.4587   4.6841   0.3020   0.1054   0.0000   0.9995   0.0470       KS
 subj_321_trials_10   1.6402   3.0408   0.3744   0.1474   0.0000   1.0000   0.0370       KS
 subj_321_trials_20   1.7129   3.3859   0.2765   0.2822   0.0000   0.9942   0.0620       KS
 subj_321_trials_30   1.3823   3.4473   0.4207   0.3529   0.0000   0.9997   0.1230       KS
 subj_321_trials_40   1.3428   4.8601   0.3114   0.1489   0.0000   1.0000   0.0470       KS
 subj_321_trials_50   1.6908   7.1967   0.3293   0.1686   0.0000   0.9760   0.0530       KS
 subj_321_trials_60   0.7035   1.5893   0.2966   0.0375   0.0000   0.9932   0.0160       KS
 subj_322_trials_10   1.1162   2.6764   0.2846   0.0145   0.0000   0.9999   0.0310       KS
 subj_322_trials_20   1.0835   3.2298   0.3559   0.1430   0.0000   0.9933   0.0310       KS
 subj_322_trials_30   0.6149   2.1244   0.3078   0.0675   0.0000   0.9962   0.0160       KS
 subj_322_trials_40   0.6856   8.3119   0.3319   0.1099   0.0000   1.0000   0.0310       KS
 subj_322_trials_50   0.9040   6.0096   0.3480   0.1345   0.0000   0.9948   0.0470       KS
 subj_322_trials_60   0.7277   3.9844   0.3089   0.0904   0.0000   0.9996   0.0220       KS
 subj_323_trials_10   1.6871   1.6945   0.2702   0.0375   0.0000   0.9999   0.0470       KS
 subj_323_trials_20   0.5499   0.4708   0.2994   0.0007   0.0000   0.9725   0.0160       KS
 subj_323_trials_30   0.6127   5.9058   0.3144   0.0525   0.0000   0.9974   0.0000       KS
 subj_323_trials_40   1.0346   4.8116   0.3197   0.1476   0.0000   0.9998   0.0370       KS
 subj_323_trials_50   0.6149   1.0508   0.2987   0.0675   0.0000   0.9919   0.0160       KS
 subj_323_trials_60   1.3762   3.3268   0.3418   0.1807   0.0000   0.9753   0.0310       KS
 subj_324_trials_10   1.3749   2.6618   0.2657   0.0525   0.0000   0.9998   0.0380       KS
 subj_324_trials_20   0.9607   0.2568   0.3001   0.0525   0.0000   0.9701   0.0470       KS
 subj_324_trials_30   1.2178   3.4897   0.3460   0.0089   0.0000   0.6127   0.0150       KS
 subj_324_trials_40   1.1817   3.5394   0.3859   0.2916   0.0000   0.9993   0.1010       KS
 subj_324_trials_50   1.2919   4.0681   0.3583   0.0527   0.0000   0.9629   0.0220       KS
 subj_324_trials_60   1.0415   3.4787   0.4215   0.2617   0.0000   0.9388   0.0630       KS
 subj_325_trials_10   1.4481   3.1101   0.3683   0.1849   0.0000   0.9998   0.0160       KS
 subj_325_trials_20   1.4882   0.7831   0.2676   0.0378   0.0000   0.9836   0.0670       KS
 subj_325_trials_30   1.0249   4.2013   0.4276   0.2532   0.0000   0.9875   0.0540       KS
 subj_325_trials_40   1.0353   5.5032   0.3472   0.1379   0.0000   0.9726   0.0250       KS
 subj_325_trials_50   0.6528   2.5796   0.2953   0.0094   0.0000   1.0000   0.0160       KS
 subj_325_trials_60   0.6923   3.2672   0.3041   0.0692   0.0000   0.9997   0.0150       KS
 subj_326_trials_10   1.9619   2.2725   0.2610   0.1725   0.0000   0.9943   0.0430       KS
 subj_326_trials_20   0.8722   3.4829   0.3616   0.0412   0.0000   0.8476   0.0320       KS
 subj_326_trials_30   0.9663   5.0064   0.3134   0.0646   0.0000   0.9998   0.0150       KS
 subj_326_trials_40   1.1605   0.6056   0.2826   0.0029   0.0000   0.9919   0.0380       KS
 subj_326_trials_50   1.1840   6.6031   0.3199   0.0825   0.0000   0.9902   0.0310       KS
 subj_326_trials_60   0.7896   4.2504   0.2940   0.0021   0.0000   0.9978   0.0320       KS
 subj_327_trials_10   1.2579   2.8155   0.2727   0.0527   0.0000   0.9998   0.0310       KS
 subj_327_trials_20   1.6076   3.1367   0.2890   0.2967   0.0000   0.9939   0.0700       KS
 subj_327_trials_30   1.4348   7.6146   0.3526   0.1510   0.0000   0.9604   0.0520       KS
 subj_327_trials_40   0.6915   4.6408   0.3974   0.2025   0.0000   0.9815   0.0310       KS
 subj_327_trials_50   1.0964   4.6567   0.3500   0.0525   0.0000   0.9179   0.0380       KS
 subj_327_trials_60   0.6800   1.7511   0.2923   0.0049   0.0000   0.9978   0.0160       KS
 subj_328_trials_10   1.0835   3.9083   0.3274   0.0579   0.0000   0.9974   0.0000       KS
 subj_328_trials_20   0.7909   0.2395   0.2800   0.0375   0.0000   0.9970   0.0000       KS
 subj_328_trials_30   0.6735   6.8810   0.3801   0.1420   0.0000   0.9623   0.0160       KS
 subj_328_trials_40   0.8873   0.6602   0.2866   0.0700   0.0000   0.9610   0.0380       KS
 subj_328_trials_50   0.9077   6.6059   0.3717   0.1599   0.0000   0.9632   0.0620       KS
 subj_328_trials_60   0.7284   1.7136   0.2943   0.0375   0.0000   0.9906   0.0230       KS
 subj_329_trials_10   0.5056   3.5829   0.3245   0.0525   0.0000   0.9999   0.0150       KS
 subj_329_trials_20   0.7245   0.3868   0.2976   0.0013   0.0000   0.9728   0.0160       KS
 subj_329_trials_30   0.7320   5.5056   0.3508   0.1140   0.0000   0.9956   0.0310       KS
 subj_329_trials_40   0.9752   6.5469   0.3595   0.1425   0.0000   0.9682   0.0310       KS
 subj_329_trials_50   1.0834   4.0865   0.3578   0.1773   0.0000   0.9881   0.0470       KS
 subj_329_trials_60   1.5519   3.3852   0.3430   0.2341   0.0000   0.9942   0.0530       KS
 subj_32_trials_10   0.9263   3.5163   0.3572   0.0893   0.0000   0.9998   0.0160       KS
 subj_32_trials_20   1.4275   3.4288   0.4302   0.4539   0.0000   0.9997   0.0850       KS
 subj_32_trials_30   2.2037   1.4700   0.1685   0.0001   0.0000   0.9332   0.1150       KS
 subj_32_trials_40   0.7320   6.4476   0.2975   0.0446   0.0000   0.9990   0.0160       KS
 subj_32_trials_50   1.0408   2.5376   0.3248   0.2249   0.0000   0.9997   0.0310       KS
 subj_32_trials_60   0.9901   1.1042   0.2815   0.0083   0.0000   0.9928   0.0220       KS
 subj_330_trials_10   0.8700   2.5957   0.3905   0.0975   0.0000   0.9997   0.0150       KS
 subj_330_trials_20   1.5017   0.8262   0.2577   0.0049   0.0000   0.9843   0.0700       KS
 subj_330_trials_30   1.4348   4.3612   0.4693   0.3445   0.0000   0.9631   0.1150       KS
 subj_330_trials_40   1.0805   4.2240   0.3800   0.0340   0.0000   0.8386   0.0160       KS
 subj_330_trials_50   1.0295   5.7220   0.3141   0.0354   0.0000   0.8687   0.0170       KS
 subj_330_trials_60   0.7095   1.7134   0.2930   0.0036   0.0000   0.9960   0.0150       KS
 subj_331_trials_10   1.7112   5.2221   0.2723   0.0160   0.0000   0.9954   0.0000       KS
 subj_331_trials_20   0.6945   0.4092   0.2973   0.0018   0.0000   0.9726   0.0050       KS
 subj_331_trials_30   1.1453   4.2180   0.3197   0.1039   0.0000   0.9998   0.0310       KS
 subj_331_trials_40   0.7636   0.9169   0.2923   0.0007   0.0000   0.9925   0.0310       KS
 subj_331_trials_50   0.6236   1.8672   0.2953   0.0004   0.0000   0.9991   0.0160       KS
 subj_331_trials_60   0.8443   5.3755   0.3164   0.0630   0.0000   0.9930   0.0220       KS
 subj_332_trials_10   1.4423   0.5567   0.2551   0.0552   0.0000   0.9836   0.0470       KS
 subj_332_trials_20   1.4169   2.6276   0.3589   0.2025   0.0000   0.9950   0.0310       KS
 subj_332_trials_30   0.8751   1.4379   0.3060   0.0836   0.0000   0.9983   0.0220       KS
 subj_332_trials_40   0.9081   4.5925   0.3682   0.1575   0.0000   0.9763   0.0310       KS
 subj_332_trials_50   2.0509   2.1938   0.2233   0.0116   0.0000   0.9931   0.0690       KS
 subj_332_trials_60   2.2564   4.2535   0.3469   0.3365   0.0000   0.9267   0.1470       KS
 subj_333_trials_10   1.0857   0.7466   0.2741   0.0867   0.0000   0.9829   0.0380       KS
 subj_333_trials_20   1.0341  -0.0156   0.2565   0.1088   0.0000   0.9465   0.0310       KS
 subj_333_trials_30   0.7196   6.0210   0.3096   0.0525   0.0000   0.9955   0.0150       KS
 subj_333_trials_40   1.1021   3.4073   0.3767   0.2352   0.0000   1.0000   0.0380       KS
 subj_333_trials_50   0.7381   1.0434   0.2980   0.0030   0.0000   0.9853   0.0310       KS
 subj_333_trials_60   0.6194   2.2594   0.2977   0.0009   0.0000   0.9999   0.0160       KS
 subj_334_trials_10   1.0442   3.2764   0.2826   0.0375   0.0000   0.9998   0.0160       KS
 subj_334_trials_20   0.5617   1.7401   0.3080   0.1040   0.0000   0.9593   0.0000       KS
 subj_334_trials_30   0.4595   5.4443   0.3731   0.1072   0.0000   0.9589   0.0070       KS
 subj_334_trials_40   1.4934   3.0762   0.3984   0.3917   0.0000   0.9993   0.1310       KS
 subj_334_trials_50   1.2713   3.1539   0.3778   0.2854   0.0000   1.0000   0.1160       KS
 subj_334_trials_60   1.5435   3.4278   0.3402   0.2175   0.0000   0.9940   0.0690       KS
 subj_335_trials_10   1.4079   2.3281   0.2928   0.0018   0.0000   0.9978   0.0160       KS
 subj_335_trials_20   0.6242   3.1121   0.2938   0.0009   0.0000   0.9988   0.0150       KS
 subj_335_trials_30   1.0249   4.6358   0.4061   0.2219   0.0000   0.9869   0.0310       KS
 subj_335_trials_40   1.1121   4.6503   0.3842   0.2250   0.0000   0.9997   0.0310       KS
 subj_335_trials_50   1.6706   2.8319   0.3315   0.3852   0.0000   0.9995   0.0830       KS
 subj_335_trials_60   0.7102   3.4665   0.3051   0.0666   0.0000   0.9999   0.0160       KS
 subj_336_trials_10   0.6708   2.1208   0.3591   0.0850   0.0000   0.9999   0.0150       KS
 subj_336_trials_20   0.9030   3.6948   0.4116   0.1701   0.0000   0.9977   0.0160       KS
 subj_336_trials_30   0.5286   3.3794   0.3081   0.0529   0.0000   0.9994   0.0150       KS
 subj_336_trials_40   1.0703   5.0362   0.3147   0.1117   0.0000   1.0000   0.0330       KS
 subj_336_trials_50   1.6709   2.7374   0.2468   0.0528   0.0000   0.9672   0.0320       KS
 subj_336_trials_60   1.2000   3.9419   0.3186   0.1316   0.0000   0.9980   0.0350       KS
 subj_337_trials_10   0.5436   1.2977   0.2957   0.0010   0.0000   0.9829   0.0160       KS
 subj_337_trials_20   1.2835   2.8009   0.3161   0.2628   0.0000   0.9929   0.0470       KS
 subj_337_trials_30   1.4830   1.0778   0.3449   0.2714   0.0000   0.9996   0.0860       KS
 subj_337_trials_40   0.7156   4.9037   0.3602   0.1491   0.0000   1.0000   0.0160       KS
 subj_337_trials_50   1.6101   3.1960   0.2842   0.2174   0.0000   0.9875   0.0670       KS
 subj_337_trials_60   1.1639   3.8994   0.3711   0.1760   0.0000   0.9898   0.0690       KS
 subj_338_trials_10   0.6377   0.4635   0.2880   0.0375   0.0000   0.9887   0.0000       KS
 subj_338_trials_20   1.1414   5.2533   0.3194   0.1321   0.0000   0.9993   0.0150       KS
 subj_338_trials_30   0.6366   1.0017   0.3060   0.0375   0.0000   0.9961   0.0320       KS
 subj_338_trials_40   0.7118   4.7124   0.3040   0.0359   0.0000   0.9962   0.0060       KS
 subj_338_trials_50   0.9201   1.8340   0.2904   0.0166   0.0000   1.0000   0.0470       KS
 subj_338_trials_60   0.9663   5.7008   0.3074   0.0675   0.0000   0.9992   0.0160       KS
 subj_339_trials_10   1.1429   5.1293   0.3235   0.0526   0.0000   1.0000   0.0150       KS
 subj_339_trials_20   1.4219   2.8456   0.3129   0.0525   0.0000   0.7518   0.0380       KS
 subj_339_trials_30   0.9078   4.3780   0.4671   0.2881   0.0000   0.9645   0.0310       KS
 subj_339_trials_40   2.0570   2.0026   0.2050   0.0000   0.0000   0.9867   0.0540       KS
 subj_339_trials_50   0.6031   5.6249   0.3160   0.0805   0.0000   0.9997   0.0310       KS
 subj_339_trials_60   1.1472   5.2331   0.3634   0.1736   0.0000   0.9786   0.0470       KS
 subj_33_trials_10   1.3549   2.4310   0.4072   0.1584   0.0000   1.0000   0.0380       KS
 subj_33_trials_20   0.6499   5.0319   0.3762   0.1244   0.0000   0.9975   0.0000       KS
 subj_33_trials_30   1.5122   1.0372   0.3502   0.2767   0.0000   0.9996   0.1000       KS
 subj_33_trials_40   2.0465   4.9255   0.3543   0.4127   0.0000   0.9986   0.1160       KS
 subj_33_trials_50   1.0354   0.9940   0.2905   0.0070   0.0000   0.9991   0.0310       KS
 subj_33_trials_60   0.8728   2.5809   0.3065   0.0975   0.0000   0.9997   0.0320       KS
 subj_340_trials_10   1.2635   2.3593   0.2810   0.0375   0.0000   0.9999   0.0310       KS
 subj_340_trials_20   1.6753   0.7408   0.2476   0.0526   0.0000   0.9842   0.1000       KS
 subj_340_trials_30   0.6578   3.3566   0.3121   0.0853   0.0000   0.9994   0.0160       KS
 subj_340_trials_40   0.7776   6.8278   0.3374   0.1013   0.0000   0.9997   0.0470       KS
 subj_340_trials_50   2.4182   5.5643   0.3842   0.3408   0.0000   0.9982   0.0820       KS
 subj_340_trials_60   1.2817   4.2250   0.3276   0.1620   0.0000   0.9945   0.0500       KS
 subj_341_trials_10   1.3412   2.4341   0.4067   0.1555   0.0000   1.0000   0.0470       KS
 subj_341_trials_20   0.7170   4.4270   0.3769   0.1127   0.0000   0.9977   0.0220       KS
 subj_341_trials_30   0.7790   5.0782   0.3870   0.1575   0.0000   0.9961   0.0160       KS
 subj_341_trials_40   1.1758   3.2662   0.3401   0.0093   0.0000   0.7458   0.0150       KS
 subj_341_trials_50   0.8492   5.3869   0.4088   0.1867   0.0000   0.9589   0.0320       KS
 subj_341_trials_60   1.8955   6.7269   0.3228   0.1787   0.0000   0.9446   0.0680       KS
 subj_342_trials_10   1.0578   0.6179   0.2885   0.0377   0.0000   0.9827   0.0320       KS
 subj_342_trials_20   0.6735   4.6852   0.3349   0.0975   0.0000   0.9995   0.0150       KS
 subj_342_trials_30   1.7158   1.6097   0.2339   0.0377   0.0000   0.9348   0.0690       KS
 subj_342_trials_40   0.7390   3.6086   0.4116   0.1858   0.0000   0.9640   0.0160       KS
 subj_342_trials_50   0.6905   5.7282   0.3159   0.0522   0.0000   0.9999   0.0380       KS
 subj_342_trials_60   1.0792   1.0062   0.2786   0.0126   0.0000   0.9929   0.0310       KS
 subj_343_trials_10   0.6149   4.8676   0.2952   0.0005   0.0000   0.9999   0.0160       KS
 subj_343_trials_20   1.3720   0.8578   0.2713   0.0375   0.0000   0.9837   0.0690       KS
 subj_343_trials_30   0.8494   6.8879   0.3306   0.1258   0.0000   0.9995   0.0310       KS
 subj_343_trials_40   1.6817   1.8924   0.2542   0.0402   0.0000   0.9885   0.0700       KS
 subj_343_trials_50   1.2146   3.0137   0.2819   0.0396   0.0000   0.9937   0.0310       KS
 subj_343_trials_60   0.9078   3.8017   0.4366   0.2702   0.0000   0.9624   0.0520       KS
 subj_344_trials_10   1.1170   1.4070   0.3539   0.1584   0.0000   1.0000   0.0310       KS
 subj_344_trials_20   1.1873   3.6235   0.3376   0.1425   0.0000   0.9954   0.0320       KS
 subj_344_trials_30   0.6096   2.8521   0.3041   0.0432   0.0000   0.9996   0.0150       KS
 subj_344_trials_40   1.1651   5.2039   0.3462   0.0388   0.0000   0.8462   0.0220       KS
 subj_344_trials_50   1.3007   2.0299   0.3385   0.3513   0.0000   0.9997   0.0850       KS
 subj_344_trials_60   1.2332   4.1871   0.3693   0.0975   0.0000   0.9800   0.0310       KS
 subj_345_trials_10   1.1010   0.2544   0.2662   0.0078   0.0000   0.9898   0.0310       KS
 subj_345_trials_20   0.6448   3.0038   0.2935   0.0013   0.0000   0.9988   0.0170       KS
 subj_345_trials_30   0.7965   3.7280   0.3292   0.1311   0.0000   0.9992   0.0210       KS
 subj_345_trials_40   1.6108   0.8517   0.2728   0.1788   0.0000   0.9996   0.1000       KS
 subj_345_trials_50   1.6118   6.0802   0.4008   0.2487   0.0000   0.9369   0.0690       KS
 subj_345_trials_60   1.2634   2.1013   0.3353   0.2804   0.0000   0.9993   0.0780       KS
 subj_346_trials_10   1.3392   0.5614   0.2677   0.0375   0.0000   0.9834   0.0530       KS
 subj_346_trials_20   0.8315   0.2952   0.2994   0.0011   0.0000   0.9721   0.0320       KS
 subj_346_trials_30   0.6735   6.1719   0.3744   0.1341   0.0000   0.9625   0.0160       KS
 subj_346_trials_40   0.9473   3.3979   0.4143   0.2357   0.0000   0.9876   0.0520       KS
 subj_346_trials_50   0.6100   4.3170   0.3117   0.0811   0.0000   0.9997   0.0160       KS
 subj_346_trials_60   1.0405   6.2020   0.3568   0.1474   0.0000   0.9891   0.0310       KS
 subj_347_trials_10   1.0836   3.1487   0.2975   0.0528   0.0000   0.9968   0.0150       KS
 subj_347_trials_20   0.5968   0.5335   0.3000   0.0525   0.0000   0.9609   0.0070       KS
 subj_347_trials_30   0.8446   0.7851   0.3147   0.1125   0.0000   0.9937   0.0310       KS
 subj_347_trials_40   1.4673   4.8511   0.3562   0.2182   0.0000   0.9797   0.0310       KS
 subj_347_trials_50   1.0437   2.9311   0.3864   0.2411   0.0000   1.0000   0.0690       KS
 subj_347_trials_60   0.5499   2.5920   0.3038   0.0375   0.0000   0.9956   0.0000       KS
 subj_348_trials_10   0.9978   1.6760   0.4201   0.2386   0.0000   1.0000   0.0220       KS
 subj_348_trials_20   0.7786   2.5740   0.4388   0.2597   0.0000   0.9998   0.0470       KS
 subj_348_trials_30   1.7820   2.0930   0.2068   0.0000   0.0000   0.9285   0.0470       KS
 subj_348_trials_40   1.1039   4.4043   0.2730   0.0375   0.0000   0.9773   0.0220       KS
 subj_348_trials_50   0.9975   4.5574   0.3596   0.0579   0.0000   0.9507   0.0160       KS
 subj_348_trials_60   0.7346   0.9864   0.2880   0.0525   0.0000   0.9698   0.0150       KS
 subj_349_trials_10   0.7156   4.1904   0.3605   0.0975   0.0000   1.0000   0.0160       KS
 subj_349_trials_20   0.4985   6.2518   0.3406   0.0979   0.0000   0.9998   0.0220       KS
 subj_349_trials_30   0.9078   4.3447   0.3669   0.1577   0.0000   0.9955   0.0310       KS
 subj_349_trials_40   1.5519   6.2504   0.3728   0.1630   0.0000   0.9469   0.0470       KS
 subj_349_trials_50   1.1420   4.4581   0.4192   0.2958   0.0000   0.9785   0.0850       KS
 subj_349_trials_60   1.2291   1.7491   0.3094   0.1555   0.0000   1.0000   0.0690       KS
 subj_34_trials_10   1.2454   4.3247   0.3397   0.0825   0.0000   1.0000   0.0160       KS
 subj_34_trials_20   0.8982   5.4414   0.2944   0.0675   0.0000   0.9917   0.0170       KS
 subj_34_trials_30   2.1201   2.7287   0.2980   0.4694   0.0000   0.9991   0.1140       KS
 subj_34_trials_40   0.5692   4.2692   0.3079   0.0722   0.0000   0.9945   0.0000       KS
 subj_34_trials_50   0.9249   1.5627   0.2922   0.0375   0.0000   0.9997   0.0150       KS
 subj_34_trials_60   1.1420   4.0714   0.3055   0.1280   0.0000   0.9968   0.0320       KS
 subj_350_trials_10   0.5991   7.7151   0.6053   0.5626   0.0000   0.9918   0.0370       KS
 subj_350_trials_20   1.9744   1.2015   0.2070   0.0527   0.0000   0.9777   0.0630       KS
 subj_350_trials_30   1.3139   5.9258   0.3268   0.1598   0.0000   0.9997   0.0370       KS
 subj_350_trials_40   1.0868   6.7745   0.3346   0.1262   0.0000   0.9996   0.0320       KS
 subj_350_trials_50   0.9543   0.8365   0.2849   0.0001   0.0000   0.9845   0.0320       KS
 subj_350_trials_60   0.9185   7.1138   0.3027   0.0616   0.0000   0.9971   0.0220       KS
 subj_351_trials_10   0.6833   1.1172   0.2912   0.0039   0.0000   0.9832   0.0150       KS
 subj_351_trials_20   1.3625   2.6483   0.3225   0.1335   0.0000   0.9921   0.0320       KS
 subj_351_trials_30   1.0159   1.2065   0.3037   0.0676   0.0000   0.9994   0.0310       KS
 subj_351_trials_40   0.8372   5.3898   0.3260   0.0675   0.0000   0.9996   0.0220       KS
 subj_351_trials_50   0.5761   5.3595   0.3165   0.0975   0.0000   0.9701   0.0150       KS
 subj_351_trials_60   0.7100   3.1822   0.3043   0.0729   0.0000   0.9997   0.0310       KS
 subj_352_trials_10   0.9077   4.2074   0.2854   0.0375   0.0000   0.9998   0.0160       KS
 subj_352_trials_20   0.9077   3.7647   0.3593   0.1378   0.0000   0.9896   0.0160       KS
 subj_352_trials_30   0.8492   4.6515   0.4023   0.1858   0.0000   0.9961   0.0220       KS
 subj_352_trials_40   1.3980   3.9800   0.3380   0.2164   0.0000   0.9997   0.0480       KS
 subj_352_trials_50   0.6637   6.1565   0.3835   0.1445   0.0000   0.9365   0.0670       KS
 subj_352_trials_60   1.1420   4.1817   0.3604   0.1558   0.0000   0.9898   0.0320       KS
 subj_353_trials_10   1.1279   0.2365   0.2674   0.0413   0.0000   0.9899   0.0530       KS
 subj_353_trials_20   0.7576   1.6995   0.2941   0.0975   0.0000   0.9716   0.0160       KS
 subj_353_trials_30   2.8153   2.7161   0.2329   0.4638   0.0000   0.9991   0.2320       KS
 subj_353_trials_40   1.0129   1.1195   0.2845   0.0001   0.0000   0.9963   0.0380       KS
 subj_353_trials_50   1.2044   6.3842   0.3930   0.1996   0.0000   0.9380   0.0930       KS
 subj_353_trials_60   0.8302   2.3663   0.3015   0.0613   0.0000   1.0000   0.0230       KS
 subj_354_trials_10   1.0280   0.7554   0.2792   0.0525   0.0000   0.9830   0.0460       KS
 subj_354_trials_20   0.7391   2.6284   0.2913   0.0013   0.0000   0.9988   0.0160       KS
 subj_354_trials_30   1.8827   1.9829   0.1963   0.0378   0.0000   0.9279   0.0540       KS
 subj_354_trials_40   0.8492   6.3841   0.3645   0.1047   0.0000   0.9471   0.0150       KS
 subj_354_trials_50   2.1729   2.3607   0.2693   0.3207   0.0000   0.9840   0.1000       KS
 subj_354_trials_60   0.8515   5.1151   0.3092   0.0851   0.0000   0.9964   0.0220       KS
 subj_355_trials_10   1.2137   2.2917   0.3097   0.0376   0.0000   0.9976   0.0160       KS
 subj_355_trials_20   0.7906   3.9679   0.4003   0.1460   0.0000   0.9974   0.0150       KS
 subj_355_trials_30   0.8359   4.7802   0.3335   0.1291   0.0000   0.9993   0.0310       KS
 subj_355_trials_40   1.2591   3.5478   0.2945   0.1600   0.0000   0.9985   0.0380       KS
 subj_355_trials_50   1.1352   3.5064   0.3380   0.0525   0.0000   0.8795   0.0310       KS
 subj_355_trials_60   0.6365   2.8112   0.3015   0.0525   0.0000   0.9976   0.0160       KS
 subj_356_trials_10   0.6558   2.1721   0.3565   0.0855   0.0000   0.9999   0.0150       KS
 subj_356_trials_20   1.5877   0.7660   0.2560   0.0150   0.0000   0.9841   0.0620       KS
 subj_356_trials_30   1.1030   0.5768   0.3171   0.1304   0.0000   0.9963   0.0460       KS
 subj_356_trials_40   1.3417   6.6207   0.3289   0.1410   0.0000   0.9995   0.0380       KS
 subj_356_trials_50   1.1396   3.2740   0.3567   0.0099   0.0000   0.9106   0.0160       KS
 subj_356_trials_60   1.6605   2.4867   0.2513   0.0380   0.0000   0.9055   0.0690       KS
 subj_357_trials_10   0.7017   4.3202   0.2937   0.0015   0.0000   0.9999   0.0150       KS
 subj_357_trials_20   0.5247   3.8831   0.3844   0.1393   0.0000   1.0000   0.0320       KS
 subj_357_trials_30   1.2032   1.0015   0.3042   0.0375   0.0000   0.9997   0.0320       KS
 subj_357_trials_40   1.7372   1.3290   0.2853   0.3765   0.0000   0.9991   0.0990       KS
 subj_357_trials_50   1.4734   1.7937   0.3492   0.4512   0.0000   0.9997   0.1220       KS
 subj_357_trials_60   1.4348   1.5382   0.3200   0.3024   0.0000   0.9997   0.0790       KS
 subj_358_trials_10   0.7906   5.2033   0.3299   0.0525   0.0000   1.0000   0.0000       KS
 subj_358_trials_20   0.8461   4.2958   0.3145   0.0898   0.0000   0.9894   0.0070       KS
 subj_358_trials_30   1.2039   4.5431   0.3631   0.2288   0.0000   0.9998   0.0470       KS
 subj_358_trials_40   0.8014   3.6113   0.3871   0.0375   0.0000   0.8515   0.0310       KS
 subj_358_trials_50   1.1640   4.6930   0.2995   0.0762   0.0000   0.9995   0.0220       KS
 subj_358_trials_60   0.9660   5.5466   0.3127   0.0966   0.0000   0.9730   0.0200       KS
 subj_359_trials_10   1.4347   3.2219   0.3709   0.1275   0.0000   1.0000   0.0320       KS
 subj_359_trials_20   0.9308   3.3384   0.3954   0.2350   0.0000   1.0000   0.0490       KS
 subj_359_trials_30   1.0948   3.9814   0.3163   0.0985   0.0000   0.9998   0.0150       KS
 subj_359_trials_40   0.7644   4.3453   0.3796   0.1575   0.0000   0.9506   0.0310       KS
 subj_359_trials_50   0.5749   6.1875   0.3264   0.0731   0.0000   0.9998   0.0220       KS
